cod_ticket,fecha_entrega
1497,2020-05-23
1498,2020-08-31
1499,2024-06-10
1500,2020-05-26
1501,2022-10-17
1502,2024-01-13
1503,2021-07-20
1504,2021-07-25
1505,2024-01-31
1506,2021-11-03
1507,2020-12-20
1508,2021-08-23
1509,2023-10-17
1510,2020-12-06
1511,2023-04-21
1512,2024-06-11
1513,2022-12-07
1514,2022-10-02
1515,2021-05-23
1516,2022-10-14
1517,2021-12-24
1518,2020-05-31
1519,2020-10-30
1520,2024-06-17
1521,2024-06-29
1522,2023-01-13
1523,2022-09-19
1524,2020-03-06
1525,2022-06-24
1526,2024-06-27
1527,2022-02-15
1528,2021-11-01
1529,2020-01-23
1530,2021-08-19
1531,2020-02-24
1532,2022-10-24
1533,2023-03-03
1534,2021-04-15
1535,2022-05-28
1536,2022-08-28
1537,2021-06-19
1538,2023-09-03
1539,2021-01-07
1540,2020-10-05
1541,2020-11-21
1542,2022-01-25
1543,2022-04-05
1544,2023-11-16
1545,2021-08-05
1546,2022-03-04
1547,2022-11-20
1548,2024-03-13
1549,2020-09-04
1550,2021-11-21
1551,2021-11-17
1552,2021-09-17
1553,2023-03-17
1554,2020-02-05
1555,2020-08-27
1556,2020-12-29
1557,2023-02-22
1558,2021-09-09
1559,2020-10-21
1560,2021-04-24
1561,2022-06-11
1562,2020-04-24
1563,2020-12-09
1564,2023-03-07
1565,2023-09-17
1566,2021-07-14
1567,2024-02-16
1568,2024-07-21
1569,2020-09-25
1570,2021-02-23
1571,2020-03-20
1572,2023-05-14
1573,2020-09-14
1574,2021-10-22
1575,2024-04-02
1576,2020-04-07
1577,2024-06-16
1578,2021-04-21
1579,2024-01-13
1580,2024-06-25
1581,2020-08-11
1582,2022-06-03
1583,2024-04-13
1584,2022-05-10
1585,2021-09-29
1586,2020-12-24
1587,2023-03-12
1588,2023-04-19
1589,2022-12-12
1590,2021-03-28
1591,2020-10-19
1592,2021-10-18
1593,2023-05-05
1594,2021-12-27
1595,2020-11-21
1596,2022-09-22
1597,2023-11-15
1598,2022-12-20
1599,2022-10-02
1600,2023-05-14
1601,2021-02-12
1602,2021-08-23
1603,2023-08-14
1604,2020-11-20
1605,2020-11-14
1606,2022-11-25
1607,2023-10-12
1608,2023-09-05
1609,2024-03-05
1610,2023-08-26
1611,2022-06-29
1612,2022-11-17
1613,2020-10-18
1614,2022-03-09
1615,2020-10-01
1616,2021-07-04
1617,2021-03-16
1618,2020-10-15
1619,2021-01-10
1620,2023-10-18
1621,2020-08-15
1622,2021-03-30
1623,2021-12-07
1624,2022-01-04
1625,2021-06-28
1626,2020-04-22
1627,2023-06-18
1628,2020-01-03
1629,2020-06-09
1630,2023-08-03
1631,2024-03-30
1632,2020-07-12
1633,2021-12-31
1634,2024-07-22
1635,2023-12-04
1636,2020-12-05
1637,2020-09-28
1638,2021-05-06
1639,2021-02-16
1640,2020-07-08
1641,2022-07-17
1642,2024-04-24
1643,2022-04-03
1644,2023-08-27
1645,2020-08-17
1646,2024-06-11
1647,2022-02-13
1648,2023-03-31
1649,2021-04-11
1650,2022-12-19
1651,2021-03-10
1652,2024-06-13
1653,2021-10-19
1654,2022-06-28
1655,2020-06-27
1656,2021-06-20
1657,2024-02-27
1658,2020-02-07
1659,2022-06-04
1660,2023-07-20
1661,2023-06-19
1662,2020-10-13
1663,2021-06-30
1664,2022-06-21
1665,2023-04-25
1666,2023-02-10
1667,2021-04-25
1668,2024-03-26
1669,2024-05-03
1670,2020-01-16
1671,2024-06-15
1672,2023-06-15
1673,2020-12-08
1674,2020-05-04
1675,2020-12-07
1676,2022-09-22
1677,2021-02-02
1678,2024-02-20
1679,2022-10-14
1680,2020-04-11
1681,2023-04-24
1682,2022-09-27
1683,2020-02-23
1684,2023-04-09
1685,2020-09-01
1686,2021-02-01
1687,2023-10-04
1688,2021-12-15
1689,2021-05-21
1690,2023-09-01
1691,2023-12-14
1692,2021-06-13
1693,2020-09-09
1694,2023-11-02
1695,2023-04-10
1696,2021-10-28
1697,2021-04-22
1698,2021-03-11
1699,2023-04-30
1700,2022-07-10
1701,2021-09-07
1702,2023-02-03
1703,2020-06-17
1704,2022-03-23
1705,2021-06-05
1706,2021-05-01
1707,2022-09-22
1708,2023-11-07
1709,2023-09-26
1710,2022-01-12
1711,2021-05-04
1712,2020-08-15
1713,2023-12-19
1714,2020-10-07
1715,2021-05-14
1716,2023-04-23
1717,2022-03-05
1718,2023-09-29
1719,2021-01-13
1720,2020-09-28
1721,2023-11-08
1722,2021-02-08
1723,2020-05-10
1724,2021-02-27
1725,2020-08-29
1726,2021-12-15
1727,2023-06-22
1728,2020-08-19
1729,2021-11-20
1730,2023-02-16
1731,2022-02-23
1732,2021-12-16
1733,2021-04-24
1734,2022-03-25
1735,2023-04-04
1736,2023-04-18
1737,2020-08-13
1738,2021-02-09
1739,2020-08-20
1740,2021-05-19
1741,2022-09-26
1742,2023-11-01
1743,2021-07-23
1744,2020-11-01
1745,2024-01-15
1746,2020-12-21
1747,2022-03-26
1748,2020-11-18
1749,2021-04-22
1750,2020-12-23
1751,2023-02-19
1752,2022-04-16
1753,2021-02-04
1754,2023-09-07
1755,2024-04-06
1756,2023-09-07
1757,2022-10-01
1758,2022-07-03
1759,2023-01-07
1760,2020-08-08
1761,2023-09-24
1762,2023-03-24
1763,2021-07-30
1764,2024-01-13
1765,2022-02-24
1766,2020-11-02
1767,2021-04-05
1768,2021-09-14
1769,2021-07-10
1770,2024-04-10
1771,2024-06-26
1772,2020-06-19
1773,2023-07-07
1774,2021-10-01
1775,2023-09-22
1776,2020-09-22
1777,2023-05-25
1778,2023-09-23
1779,2024-06-07
1780,2022-05-26
1781,2024-07-16
1782,2020-09-18
1783,2020-08-02
1784,2020-04-20
1785,2020-10-27
1786,2024-02-15
1787,2023-02-24
1788,2023-08-14
1789,2020-12-30
1790,2022-04-08
1791,2023-01-10
1792,2021-09-30
1793,2023-11-24
1794,2022-02-05
1795,2022-07-16
1796,2021-02-09
1797,2021-10-04
1798,2023-01-08
1799,2024-02-03
1800,2023-03-21
1801,2020-11-29
1802,2022-01-22
1803,2024-03-17
1804,2021-10-19
1805,2023-02-01
1806,2020-05-12
1807,2022-06-23
1808,2024-02-02
1809,2020-04-19
1810,2020-08-30
1811,2021-10-11
1812,2020-04-04
1813,2020-08-06
1814,2024-02-02
1815,2024-01-25
1816,2022-07-01
1817,2023-11-18
1818,2021-11-06
1819,2024-05-17
1820,2020-09-24
1821,2021-12-29
1822,2020-09-18
1823,2024-03-06
1824,2020-03-20
1825,2023-11-04
1826,2023-01-24
1827,2022-06-28
1828,2021-08-12
1829,2022-04-25
1830,2020-07-01
1831,2021-10-20
1832,2020-07-20
1833,2022-10-16
1834,2022-08-30
1835,2024-03-15
1836,2021-02-04
1837,2023-07-04
1838,2023-07-03
1839,2021-05-06
1840,2021-06-07
1841,2022-04-11
1842,2022-05-22
1843,2020-05-14
1844,2020-08-30
1845,2022-11-02
1846,2021-12-29
1847,2022-10-24
1848,2023-07-15
1849,2023-05-10
1850,2020-08-21
1851,2022-11-12
1852,2024-03-10
1853,2023-04-01
1854,2022-05-28
1855,2020-08-01
1856,2022-05-20
1857,2020-10-04
1858,2022-11-10
1859,2023-07-04
1860,2022-07-15
1861,2022-10-21
1862,2022-03-10
1863,2023-08-19
1864,2023-07-01
1865,2021-03-11
1866,2020-11-28
1867,2023-09-06
1868,2023-06-19
1869,2020-05-31
1870,2023-04-06
1871,2024-05-21
1872,2022-09-29
1873,2021-06-25
1874,2021-04-07
1875,2021-05-29
1876,2020-09-26
1877,2021-12-14
1878,2023-04-23
1879,2021-10-15
1880,2020-03-06
1881,2021-03-29
1882,2021-01-21
1883,2020-11-13
1884,2021-09-12
1885,2023-03-29
1886,2020-03-28
1887,2022-01-03
1888,2020-09-29
1889,2022-07-24
1890,2021-03-18
1891,2023-01-20
1892,2024-03-17
1893,2022-06-15
1894,2023-11-26
1895,2024-04-28
1896,2022-07-09
1897,2022-09-22
1898,2023-07-25
1899,2023-12-12
1900,2022-08-05
1901,2021-06-02
1902,2022-12-26
1903,2024-03-07
1904,2023-08-14
1905,2022-10-19
1906,2022-06-11
1907,2021-06-24
1908,2020-01-18
1909,2022-04-30
1910,2021-01-29
1911,2023-05-02
1912,2022-01-31
1913,2023-12-12
1914,2021-07-18
1915,2021-10-20
1916,2024-02-29
1917,2024-07-05
1918,2024-07-22
1919,2024-05-27
1920,2022-04-23
1921,2023-12-09
1922,2021-04-12
1923,2021-07-28
1924,2023-03-30
1925,2021-07-05
1926,2020-06-25
1927,2020-03-04
1928,2020-04-15
1929,2024-07-23
1930,2022-03-22
1931,2020-05-06
1932,2021-01-26
1933,2022-12-31
1934,2022-09-14
1935,2023-06-23
1936,2022-08-28
1937,2021-11-29
1938,2022-07-14
1939,2022-06-07
1940,2022-03-02
1941,2021-02-26
1942,2021-08-01
1943,2023-09-01
1944,2022-09-22
1945,2020-03-07
1946,2020-05-11
1947,2021-01-29
1948,2021-02-21
1949,2022-11-12
1950,2022-06-20
1951,2024-01-17
1952,2021-05-31
1953,2021-02-13
1954,2023-08-31
1955,2022-05-12
1956,2020-09-06
1957,2020-01-30
1958,2020-12-24
1959,2022-11-16
1960,2023-01-19
1961,2020-11-19
1962,2021-04-15
1963,2020-12-03
1964,2020-09-26
1965,2022-09-28
1966,2024-05-04
1967,2022-05-12
1968,2020-03-10
1969,2022-08-08
1970,2022-02-02
1971,2021-11-16
1972,2021-10-28
1973,2020-07-27
1974,2023-10-10
1975,2021-04-29
1976,2024-05-07
1977,2021-04-15
1978,2022-10-03
1979,2024-01-06
1980,2023-08-13
1981,2022-10-18
1982,2024-05-18
1983,2024-04-04
1984,2023-01-23
1985,2021-09-25
1986,2020-06-27
1987,2021-08-10
1988,2020-06-09
1989,2022-11-03
1990,2020-11-16
1991,2022-09-08
1992,2022-03-18
1993,2021-11-30
1994,2022-10-31
1995,2022-08-09
1996,2023-04-25
1997,2021-09-08
1998,2020-03-16
1999,2021-08-23
2000,2023-12-27
2001,2024-07-31
2002,2021-06-07
2003,2021-04-01
2004,2022-10-07
2005,2021-01-15
2006,2023-05-17
2007,2021-05-01
2008,2023-04-11
2009,2023-05-15
2010,2023-12-02
2011,2023-11-04
2012,2023-05-23
2013,2022-05-23
2014,2022-05-15
2015,2020-10-15
2016,2021-11-11
2017,2022-03-08
2018,2021-05-22
2019,2022-11-01
2020,2023-06-25
2021,2022-04-10
2022,2022-02-11
2023,2023-10-20
2024,2021-09-24
2025,2022-08-30
2026,2021-06-05
2027,2022-12-07
2028,2021-10-27
2029,2020-10-29
2030,2023-12-19
2031,2020-12-29
2032,2022-12-15
2033,2020-12-08
2034,2024-04-27
2035,2021-01-09
2036,2023-11-28
2037,2021-11-05
2038,2023-09-29
2039,2024-01-06
2040,2024-03-18
2041,2021-11-15
2042,2020-07-25
2043,2022-09-02
2044,2022-05-16
2045,2020-04-23
2046,2022-12-25
2047,2020-06-02
2048,2023-12-18
2049,2021-10-15
2050,2024-03-16
2051,2022-02-22
2052,2023-04-23
2053,2022-05-15
2054,2021-04-06
2055,2022-08-04
2056,2024-06-27
2057,2024-07-28
2058,2024-01-06
2059,2020-06-15
2060,2022-04-17
2061,2024-07-04
2062,2024-01-05
2063,2020-01-30
2064,2022-04-20
2065,2022-01-11
2066,2024-04-12
2067,2024-05-14
2068,2020-07-18
2069,2023-05-25
2070,2021-11-24
2071,2024-04-15
2072,2022-11-29
2073,2023-12-30
2074,2022-01-31
2075,2023-05-14
2076,2020-04-15
2077,2021-05-09
2078,2023-08-29
2079,2023-06-10
2080,2024-01-26
2081,2022-02-04
2082,2023-09-28
2083,2024-06-01
2084,2022-12-28
2085,2021-12-17
2086,2021-01-27
2087,2024-04-02
2088,2021-08-01
2089,2021-12-23
2090,2020-02-18
2091,2020-10-19
2092,2021-01-31
2093,2023-09-14
2094,2020-10-25
2095,2024-06-29
2096,2022-11-18
2097,2020-08-14
2098,2024-07-08
2099,2022-04-14
2100,2024-01-04
2101,2020-11-27
2102,2023-04-07
2103,2020-04-01
2104,2021-06-16
2105,2020-09-07
2106,2023-09-04
2107,2023-11-01
2108,2023-10-10
2109,2022-05-14
2110,2021-08-21
2111,2021-12-15
2112,2023-12-12
2113,2022-03-30
2114,2024-06-23
2115,2022-06-26
2116,2022-09-15
2117,2020-09-22
2118,2022-04-22
2119,2021-04-06
2120,2024-06-19
2121,2024-04-27
2122,2023-04-03
2123,2023-03-31
2124,2023-05-21
2125,2021-03-12
2126,2021-09-18
2127,2020-05-28
2128,2022-02-26
2129,2020-02-04
2130,2022-07-11
2131,2021-12-14
2132,2022-08-28
2133,2022-08-30
2134,2021-09-29
2135,2021-05-10
2136,2022-05-31
2137,2020-06-02
2138,2023-10-26
2139,2021-01-19
2140,2020-04-09
2141,2022-09-21
2142,2020-05-02
2143,2022-12-30
2144,2022-06-19
2145,2022-11-03
2146,2020-04-21
2147,2022-01-15
2148,2020-06-29
2149,2022-10-29
2150,2020-11-14
2151,2022-08-10
2152,2021-08-13
2153,2020-08-03
2154,2024-06-21
2155,2021-09-07
2156,2023-01-22
2157,2022-10-07
2158,2023-11-25
2159,2023-01-05
2160,2023-10-25
2161,2023-01-18
2162,2021-07-28
2163,2021-05-31
2164,2024-07-10
2165,2020-11-20
2166,2022-12-12
2167,2024-04-16
2168,2024-07-06
2169,2022-08-13
2170,2022-07-10
2171,2021-05-13
2172,2021-08-17
2173,2022-09-24
2174,2022-01-25
2175,2021-03-20
2176,2023-07-02
2177,2023-07-14
2178,2024-04-10
2179,2024-07-26
2180,2022-10-11
2181,2022-08-30
2182,2022-08-18
2183,2021-03-24
2184,2022-07-31
2185,2022-12-03
2186,2020-12-16
2187,2020-03-26
2188,2020-01-31
2189,2022-01-16
2190,2023-06-03
2191,2021-10-01
2192,2024-01-24
2193,2022-07-10
2194,2022-11-15
2195,2020-03-11
2196,2024-02-12
2197,2022-02-01
2198,2020-07-17
2199,2022-04-29
2200,2023-12-09
2201,2022-01-08
2202,2023-07-21
2203,2020-08-28
2204,2020-01-01
2205,2021-11-27
2206,2022-05-13
2207,2022-10-23
2208,2020-12-12
2209,2020-08-25
2210,2021-10-04
2211,2022-03-08
2212,2021-05-28
2213,2023-02-05
2214,2020-01-11
2215,2024-06-21
2216,2023-08-19
2217,2024-07-25
2218,2020-12-27
2219,2023-06-17
2220,2021-08-27
2221,2023-12-08
2222,2023-06-10
2223,2020-10-29
2224,2022-05-10
2225,2021-05-25
2226,2023-03-27
2227,2022-11-16
2228,2021-07-26
2229,2024-06-20
2230,2020-09-17
2231,2023-12-24
2232,2021-12-11
2233,2022-02-02
2234,2021-02-14
2235,2023-07-06
2236,2022-08-22
2237,2020-07-23
2238,2020-07-18
2239,2022-02-22
2240,2022-07-13
2241,2022-06-24
2242,2023-10-10
2243,2021-12-25
2244,2021-04-09
2245,2023-01-01
2246,2020-06-08
2247,2021-08-20
2248,2023-12-20
2249,2022-06-26
2250,2022-02-14
2251,2020-07-17
2252,2024-05-27
2253,2023-07-31
2254,2020-09-02
2255,2020-09-28
2256,2022-07-01
2257,2022-04-26
2258,2021-06-22
2259,2022-10-29
2260,2020-02-24
2261,2023-08-17
2262,2023-10-08
2263,2023-12-13
2264,2022-03-12
2265,2021-10-05
2266,2022-07-31
2267,2023-11-04
2268,2020-07-17
2269,2020-04-06
2270,2020-11-10
2271,2022-01-19
2272,2022-09-04
2273,2022-08-24
2274,2021-04-25
2275,2023-01-21
2276,2020-01-12
2277,2022-07-12
2278,2024-02-09
2279,2020-10-31
2280,2020-11-18
2281,2021-12-06
2282,2020-02-14
2283,2023-03-04
2284,2023-12-17
2285,2020-11-16
2286,2020-02-02
2287,2021-03-19
2288,2022-02-10
2289,2021-11-07
2290,2020-05-13
2291,2022-07-25
2292,2022-04-02
2293,2023-06-25
2294,2022-10-03
2295,2022-12-07
2296,2024-02-16
2297,2020-03-04
2298,2022-01-16
2299,2020-09-10
2300,2021-04-17
2301,2020-08-24
2302,2024-02-22
2303,2023-07-30
2304,2022-10-27
2305,2021-03-14
2306,2023-03-19
2307,2020-02-20
2308,2021-08-19
2309,2024-04-23
2310,2022-04-21
2311,2022-02-19
2312,2023-08-25
2313,2023-03-08
2314,2023-06-15
2315,2023-10-08
2316,2023-09-14
2317,2020-10-09
2318,2024-03-07
2319,2022-01-16
2320,2023-04-27
2321,2020-04-23
2322,2020-07-11
2323,2021-11-27
2324,2021-05-20
2325,2024-06-11
2326,2023-05-03
2327,2023-02-06
2328,2020-03-05
2329,2023-07-23
2330,2024-01-26
2331,2020-06-28
2332,2022-06-29
2333,2022-12-12
2334,2021-05-25
2335,2022-11-17
2336,2022-10-19
2337,2023-05-11
2338,2024-04-16
2339,2020-06-24
2340,2022-05-22
2341,2023-04-28
2342,2024-01-09
2343,2023-01-23
2344,2020-10-06
2345,2020-11-01
2346,2023-03-01
2347,2021-08-13
2348,2024-01-02
2349,2023-07-30
2350,2021-04-03
2351,2024-01-04
2352,2020-07-26
2353,2022-10-22
2354,2023-05-12
2355,2022-10-20
2356,2021-01-16
2357,2023-03-11
2358,2020-12-27
2359,2020-07-04
2360,2020-05-10
2361,2023-12-30
2362,2022-09-05
2363,2021-07-26
2364,2021-06-20
2365,2023-04-27
2366,2022-11-04
2367,2020-08-05
2368,2023-12-02
2369,2022-04-26
2370,2021-08-23
2371,2020-07-26
2372,2021-10-23
2373,2024-05-16
2374,2023-07-26
2375,2023-11-01
2376,2020-11-16
2377,2024-02-08
2378,2022-07-16
2379,2021-10-04
2380,2021-06-20
2381,2020-12-18
2382,2021-04-10
2383,2020-01-19
2384,2020-06-15
2385,2020-01-03
2386,2021-11-23
2387,2020-10-12
2388,2022-02-01
2389,2022-03-28
2390,2020-10-09
2391,2020-04-03
2392,2022-01-18
2393,2022-12-20
2394,2024-07-22
2395,2020-02-17
2396,2023-03-28
2397,2024-05-15
2398,2022-02-06
2399,2022-01-19
2400,2024-02-28
2401,2020-02-10
2402,2024-07-04
2403,2022-03-06
2404,2020-10-11
2405,2022-03-19
2406,2023-11-22
2407,2021-11-14
2408,2024-05-06
2409,2022-04-08
2410,2023-12-31
2411,2021-12-07
2412,2023-11-18
2413,2022-07-02
2414,2022-09-07
2415,2021-07-06
2416,2020-05-10
2417,2024-06-04
2418,2022-04-05
2419,2024-06-04
2420,2021-04-03
2421,2024-06-30
2422,2023-10-11
2423,2022-01-07
2424,2022-12-12
2425,2024-03-24
2426,2021-12-25
2427,2022-12-15
2428,2020-10-29
2429,2020-05-04
2430,2022-05-14
2431,2024-04-18
2432,2021-11-10
2433,2021-06-16
2434,2020-07-22
2435,2022-09-07
2436,2021-07-02
2437,2022-05-23
2438,2022-06-03
2439,2020-03-02
2440,2024-01-15
2441,2020-01-27
2442,2022-09-24
2443,2023-08-23
2444,2022-10-10
2445,2020-03-13
2446,2020-03-03
2447,2021-12-20
2448,2022-06-13
2449,2020-06-14
2450,2023-11-03
2451,2022-12-21
2452,2022-01-22
2453,2024-04-15
2454,2023-01-23
2455,2021-07-26
2456,2020-06-28
2457,2020-02-27
2458,2021-11-11
2459,2020-11-30
2460,2020-01-04
2461,2021-11-12
2462,2020-04-07
2463,2020-09-16
2464,2020-08-16
2465,2020-05-27
2466,2020-04-07
2467,2023-01-01
2468,2021-06-04
2469,2024-01-09
2470,2020-09-13
2471,2022-02-14
2472,2021-01-20
2473,2024-05-27
2474,2020-09-17
2475,2020-05-03
2476,2023-07-02
2477,2020-04-17
2478,2020-03-19
2479,2020-09-27
2480,2023-04-19
2481,2020-08-29
2482,2024-02-26
2483,2023-12-20
2484,2021-09-13
2485,2020-10-24
2486,2020-04-10
2487,2023-11-16
2488,2020-09-09
2489,2024-05-24
2490,2023-06-21
2491,2020-10-21
2492,2022-07-19
2493,2023-05-16
2494,2020-10-11
2495,2021-05-12
2496,2021-10-11
2497,2021-06-23
2498,2023-12-22
2499,2021-12-12
2500,2022-04-18
2501,2024-05-28
2502,2022-08-16
2503,2021-01-29
2504,2020-04-16
2505,2022-10-10
2506,2021-11-28
2507,2022-10-24
2508,2024-03-26
2509,2022-03-09
2510,2023-07-08
2511,2020-05-08
2512,2022-05-30
2513,2020-11-18
2514,2022-04-11
2515,2023-03-23
2516,2020-01-30
2517,2020-11-05
2518,2023-09-22
2519,2020-10-06
2520,2023-01-10
2521,2020-11-27
2522,2023-05-02
2523,2022-02-25
2524,2023-02-19
2525,2023-05-13
2526,2020-11-18
2527,2023-03-23
2528,2020-11-21
2529,2022-06-22
2530,2021-11-01
2531,2021-04-18
2532,2020-05-19
2533,2024-03-19
2534,2021-04-25
2535,2020-08-29
2536,2020-01-18
2537,2023-08-23
2538,2021-11-30
2539,2020-12-18
2540,2021-07-19
2541,2020-08-02
2542,2020-10-16
2543,2023-12-29
2544,2021-08-24
2545,2020-12-01
2546,2023-01-26
2547,2020-05-09
2548,2023-08-02
2549,2023-02-15
2550,2020-07-16
2551,2020-09-07
2552,2021-11-11
2553,2024-03-25
2554,2021-01-30
2555,2022-03-12
2556,2023-11-28
2557,2021-07-24
2558,2022-09-17
2559,2022-12-20
2560,2023-05-04
2561,2024-07-21
2562,2022-10-24
2563,2024-06-14
2564,2024-05-30
2565,2023-12-02
2566,2021-05-12
2567,2024-03-16
2568,2022-07-21
2569,2024-07-02
2570,2020-06-28
2571,2023-03-30
2572,2020-05-17
2573,2024-01-04
2574,2020-09-30
2575,2022-06-07
2576,2020-08-18
2577,2021-05-03
2578,2021-10-16
2579,2021-10-11
2580,2024-02-14
2581,2023-09-20
2582,2023-08-09
2583,2022-03-31
2584,2022-11-27
2585,2020-02-05
2586,2021-11-26
2587,2022-06-29
2588,2020-06-24
2589,2022-04-29
2590,2021-08-13
2591,2020-01-21
2592,2024-07-13
2593,2023-12-08
2594,2023-11-09
2595,2023-06-22
2596,2022-12-25
2597,2020-08-05
2598,2021-09-15
2599,2021-01-26
2600,2021-11-13
2601,2022-08-28
2602,2021-05-25
2603,2020-12-08
2604,2024-07-15
2605,2023-12-14
2606,2022-05-09
2607,2021-03-21
2608,2022-11-12
2609,2022-08-14
2610,2022-01-16
2611,2023-11-07
2612,2020-10-29
2613,2020-03-15
2614,2020-08-15
2615,2024-03-11
2616,2023-12-19
2617,2022-10-31
2618,2020-12-11
2619,2021-03-13
2620,2023-12-09
2621,2023-03-30
2622,2020-07-09
2623,2020-09-09
2624,2022-12-24
2625,2024-02-14
2626,2020-10-01
2627,2020-06-02
2628,2023-07-30
2629,2020-08-09
2630,2020-06-28
2631,2020-10-31
2632,2022-11-27
2633,2022-11-28
2634,2022-05-05
2635,2024-06-21
2636,2022-01-12
2637,2024-05-19
2638,2022-12-26
2639,2022-05-05
2640,2021-11-03
2641,2022-06-06
2642,2020-08-23
2643,2023-07-10
2644,2022-03-02
2645,2022-12-24
2646,2020-03-06
2647,2021-03-09
2648,2024-05-23
2649,2020-04-07
2650,2020-01-15
2651,2024-05-07
2652,2022-01-15
2653,2023-02-18
2654,2022-09-17
2655,2023-11-13
2656,2020-02-21
2657,2023-09-07
2658,2022-01-15
2659,2024-07-18
2660,2020-11-24
2661,2020-11-04
2662,2021-12-02
2663,2020-01-15
2664,2022-02-14
2665,2021-05-29
2666,2024-03-17
2667,2021-05-06
2668,2021-04-30
2669,2021-11-20
2670,2020-07-10
2671,2021-11-03
2672,2023-11-18
2673,2023-08-15
2674,2023-03-22
2675,2020-02-19
2676,2022-10-11
2677,2023-11-18
2678,2022-11-18
2679,2022-02-22
2680,2023-10-22
2681,2023-06-23
2682,2021-05-27
2683,2024-02-07
2684,2021-08-07
2685,2023-12-01
2686,2022-03-16
2687,2021-12-07
2688,2024-01-29
2689,2020-11-03
2690,2024-07-17
2691,2022-09-13
2692,2023-10-28
2693,2021-11-16
2694,2024-01-22
2695,2020-07-22
2696,2020-09-05
2697,2022-11-03
2698,2020-11-04
2699,2020-10-16
2700,2020-11-18
2701,2020-01-17
2702,2022-12-10
2703,2021-05-08
2704,2024-06-23
2705,2022-01-03
2706,2023-03-01
2707,2021-12-11
2708,2024-05-10
2709,2021-04-15
2710,2020-09-10
2711,2022-10-09
2712,2022-02-26
2713,2021-06-30
2714,2020-05-14
2715,2022-01-29
2716,2021-07-01
2717,2020-08-24
2718,2021-12-06
2719,2024-02-10
2720,2023-05-11
2721,2024-02-29
2722,2021-01-03
2723,2022-08-15
2724,2023-07-12
2725,2020-07-27
2726,2020-01-22
2727,2020-11-18
2728,2020-05-01
2729,2021-09-20
2730,2023-05-11
2731,2021-05-18
2732,2020-08-02
2733,2021-03-01
2734,2024-04-28
2735,2020-02-11
2736,2021-11-30
2737,2022-10-09
2738,2023-07-20
2739,2021-09-22
2740,2024-04-01
2741,2022-07-09
2742,2020-03-23
2743,2023-11-10
2744,2022-08-23
2745,2024-03-30
2746,2022-11-10
2747,2021-03-11
2748,2022-11-07
2749,2024-07-08
2750,2020-03-24
2751,2023-02-19
2752,2020-09-15
2753,2020-10-27
2754,2023-09-25
2755,2020-12-21
2756,2022-09-20
2757,2020-02-01
2758,2021-09-23
2759,2024-04-08
2760,2020-05-30
2761,2023-09-09
2762,2022-01-31
2763,2023-08-04
2764,2022-12-29
2765,2021-03-02
2766,2022-08-07
2767,2024-01-04
2768,2021-08-26
2769,2021-10-07
2770,2022-07-24
2771,2022-01-06
2772,2023-04-13
2773,2020-05-17
2774,2020-06-26
2775,2022-04-20
2776,2021-03-04
2777,2023-05-07
2778,2023-01-31
2779,2022-07-29
2780,2022-03-02
2781,2022-07-09
2782,2022-01-11
2783,2020-02-15
2784,2022-05-30
2785,2020-06-12
2786,2021-01-14
2787,2021-04-25
2788,2022-02-10
2789,2022-03-26
2790,2022-08-26
2791,2020-02-14
2792,2021-09-11
2793,2022-12-11
2794,2024-04-05
2795,2021-10-30
2796,2024-04-23
2797,2023-10-25
2798,2020-01-30
2799,2024-07-16
2800,2023-09-16
2801,2023-05-15
2802,2020-05-09
2803,2022-12-25
2804,2020-11-21
2805,2020-03-05
2806,2022-08-07
2807,2023-11-11
2808,2021-01-09
2809,2020-05-09
2810,2020-06-15
2811,2021-12-24
2812,2022-04-10
2813,2020-06-29
2814,2024-01-26
2815,2020-08-22
2816,2024-02-27
2817,2021-09-07
2818,2022-04-28
2819,2024-02-14
2820,2021-10-10
2821,2023-08-11
2822,2024-01-16
2823,2024-03-17
2824,2020-09-27
2825,2023-12-21
2826,2022-08-01
2827,2024-02-21
2828,2023-01-10
2829,2020-05-19
2830,2024-05-09
2831,2022-08-01
2832,2020-05-24
2833,2024-05-16
2834,2020-08-30
2835,2024-01-13
2836,2024-04-11
2837,2023-02-15
2838,2021-04-18
2839,2021-06-29
2840,2024-06-25
2841,2021-07-25
2842,2021-07-15
2843,2022-09-22
2844,2021-12-25
2845,2020-02-27
2846,2021-07-26
2847,2023-10-22
2848,2021-10-12
2849,2024-06-03
2850,2020-04-21
2851,2020-01-17
2852,2020-08-18
2853,2021-03-12
2854,2022-05-01
2855,2021-01-14
2856,2021-02-11
2857,2022-06-20
2858,2023-05-29
2859,2021-04-19
2860,2023-09-09
2861,2022-12-25
2862,2024-06-14
2863,2021-12-03
2864,2020-11-10
2865,2021-03-08
2866,2023-02-11
2867,2023-08-03
2868,2020-03-08
2869,2022-05-19
2870,2023-01-26
2871,2023-11-27
2872,2020-11-28
2873,2022-11-08
2874,2021-01-15
2875,2020-10-13
2876,2023-06-09
2877,2020-04-28
2878,2022-11-01
2879,2021-04-22
2880,2022-04-19
2881,2022-05-25
2882,2023-02-01
2883,2021-07-18
2884,2023-06-29
2885,2022-03-15
2886,2021-04-25
2887,2024-07-28
2888,2023-02-25
2889,2020-08-17
2890,2023-10-17
2891,2021-07-24
2892,2022-09-12
2893,2020-07-12
2894,2020-09-16
