cod_ticket,id_elemento_catalogo,cantidad
1781,106,1610
1781,61,3087
1781,48,1543
1781,59,1587
1781,55,4781
1781,99,1849
1782,71,2916
1782,21,471
1782,110,4016
1782,7,4994
1782,66,2584
1782,60,2574
1782,115,3876
1782,37,920
1782,94,544
1782,1,4899
1782,18,1570
1782,68,4300
1782,105,2182
1782,57,1054
1782,72,2531
1782,35,4593
1782,104,2113
1782,67,2768
1782,34,1992
1782,52,273
1782,29,2383
1782,46,922
1782,80,4291
1782,78,2172
1782,91,1310
1782,6,2192
1782,112,3637
1782,19,4106
1782,114,3985
1782,89,2510
1783,106,4932
1783,92,1153
1783,31,3496
1783,80,534
1783,44,1878
1783,27,2390
1783,38,3474
1783,109,4382
1783,21,616
1783,8,2077
1783,108,3616
1783,64,1369
1783,71,3076
1783,46,3874
1784,71,646
1784,10,4492
1784,104,446
1784,13,1286
1784,24,2137
1784,97,1993
1784,103,1433
1784,32,2201
1784,3,967
1784,74,4656
1784,69,1087
1784,27,453
1784,114,2327
1784,91,3412
1784,6,1953
1784,34,2684
1784,96,1221
1784,67,3768
1784,22,3887
1784,14,1280
1784,108,2835
1784,66,724
1784,72,1041
1784,101,2406
1785,84,3045
1785,86,3004
1785,27,3211
1785,116,2692
1785,74,4630
1785,24,461
1785,102,1736
1785,21,3556
1785,75,3849
1785,32,786
1785,37,2774
1785,26,2707
1785,82,509
1785,96,281
1785,4,3319
1785,29,4299
1785,100,2141
1785,103,4011
1786,25,4848
1786,19,2970
1786,51,2240
1786,98,3298
1786,112,3690
1786,39,4808
1786,9,4237
1786,71,2635
1786,93,2057
1786,27,1516
1786,106,3366
1786,90,4802
1786,118,1581
1786,115,2415
1786,48,3903
1786,31,736
1786,37,4226
1786,3,2585
1786,30,4196
1786,109,663
1786,13,3306
1787,119,2289
1787,56,3617
1787,23,4348
1787,50,2691
1787,4,1972
1787,5,3558
1787,93,1372
1787,74,502
1787,13,4371
1787,79,1828
1787,76,2313
1787,94,1535
1787,96,2690
1787,12,4613
1787,92,2860
1787,59,1989
1787,10,2447
1787,28,2490
1787,43,1587
1787,19,4530
1788,95,3644
1788,54,1749
1788,66,2247
1788,104,1926
1788,67,2644
1788,10,1584
1788,48,1703
1788,59,1366
1788,78,4062
1788,112,2548
1788,9,3763
1788,97,2252
1788,31,4218
1788,25,4632
1788,86,2762
1788,41,555
1788,1,2646
1789,39,4041
1789,75,3755
1789,63,2151
1789,41,2852
1789,117,802
1789,6,2960
1789,105,4299
1789,19,1053
1789,72,2924
1789,107,2023
1789,101,1232
1789,87,4088
1789,108,761
1789,119,2658
1789,90,3276
1789,59,1337
1789,61,3758
1789,94,620
1789,70,4571
1789,32,2251
1790,81,3538
1790,42,4554
1790,11,3697
1790,107,3400
1790,120,4571
1790,40,3724
1790,4,4581
1790,72,1840
1790,21,1154
1790,103,3365
1790,65,4061
1790,26,2580
1790,71,1372
1790,52,4989
1790,99,2755
1790,73,854
1791,21,2567
1791,9,2646
1791,55,2146
1791,32,2807
1791,110,210
1791,99,844
1791,91,4203
1791,97,222
1791,89,4996
1791,95,4048
1791,62,1266
1791,29,1656
1791,13,4617
1791,85,556
1791,101,610
1791,73,4678
1791,56,2218
1791,30,3488
1791,4,1504
1791,94,3893
1791,52,4587
1792,107,1807
1792,65,948
1792,13,368
1792,18,4021
1792,14,4239
1792,111,1164
1792,48,4908
1792,67,3276
1792,99,4855
1792,25,4435
1792,51,577
1792,39,2470
1792,110,2825
1792,36,864
1792,32,821
1792,118,3271
1793,34,1500
1793,5,3610
1793,10,946
1793,59,3457
1793,4,4360
1793,91,3656
1793,31,746
1793,64,4793
1793,52,4417
1793,39,2366
1793,18,1628
1793,46,4815
1793,43,2048
1793,78,3641
1793,13,3549
1794,98,4262
1794,88,4276
1794,71,3548
1794,82,4209
1794,43,3371
1794,47,3968
1794,55,1689
1794,11,2710
1794,63,2193
1794,14,1821
1794,29,2877
1794,79,4794
1794,105,2454
1794,6,1373
1794,27,4894
1794,65,588
1794,61,2350
1794,51,1882
1794,56,1966
1794,92,1078
1794,1,4919
1794,13,3694
1794,104,4165
1794,91,4366
1795,97,4615
1795,84,2800
1795,23,2816
1795,109,2082
1795,22,4391
1795,90,1830
1795,95,1492
1795,54,3469
1795,99,4034
1795,14,322
1795,57,3378
1795,120,3141
1795,79,3387
1795,73,4882
1795,114,3598
1795,61,4823
1795,49,1715
1795,4,2964
1795,117,1424
1795,11,3086
1795,102,3857
1795,5,3632
1795,52,2291
1796,78,864
1796,79,3548
1796,105,3168
1796,3,379
1796,65,4526
1796,31,2568
1796,9,1236
1796,96,3409
1796,51,2333
1796,100,235
1796,93,3294
1796,46,3291
1796,8,1751
1796,26,4952
1796,53,2398
1796,103,3974
1796,104,3096
1796,13,4571
1796,43,3480
1796,62,1653
1796,112,1415
1796,77,3984
1796,118,4660
1796,56,1904
1796,64,3148
1796,60,3032
1796,6,4632
1797,41,2361
1797,53,542
1797,51,4017
1797,48,1079
1797,5,1033
1797,89,2176
1797,108,2350
1797,111,4429
1797,72,3577
1797,63,1004
1797,34,2640
1797,10,4232
1797,42,1274
1797,71,1802
1797,82,602
1797,100,1640
1797,17,3219
1797,37,4926
1797,30,4536
1797,98,2951
1797,54,2728
1798,11,4732
1798,87,3422
1798,85,1904
1798,20,4209
1798,88,561
1798,42,4015
1798,76,4919
1798,22,2469
1798,54,792
1798,35,3230
1798,27,1661
1798,120,3438
1798,116,874
1798,72,365
1798,34,3754
1798,75,1642
1798,37,2720
1798,28,529
1798,97,4604
1799,46,1196
1799,92,1507
1799,48,3252
1799,70,3396
1799,78,2161
1799,9,2658
1799,112,2204
1799,23,1032
1799,12,363
1799,109,1178
1799,89,2340
1799,119,1062
1799,8,2431
1799,72,3438
1799,62,1328
1799,91,1994
1800,95,599
1800,50,2776
1800,15,4364
1800,45,741
1800,119,2192
1800,107,2142
1800,111,1421
1800,49,2308
1800,112,3846
1800,101,1329
1800,44,1756
1800,10,4758
1800,87,4503
1800,4,2618
1800,5,3325
1800,57,3491
1800,75,3982
1800,27,4968
1800,17,3077
1800,51,2840
1800,40,1577
1800,60,1434
1800,94,514
1800,26,686
1800,14,1115
1800,13,4833
1800,66,1047
1801,39,3811
1801,5,2745
1801,7,3665
1801,13,681
1801,33,3204
1801,27,2779
1801,103,2869
1801,74,1773
1801,112,2232
1801,71,1722
1801,35,4774
1801,75,2173
1801,55,318
1801,85,3862
1801,31,4725
1801,64,2913
1801,98,1636
1801,15,2979
1801,52,1278
1801,92,2231
1801,65,336
1801,56,4520
1801,89,4749
1801,57,2276
1801,29,3845
1802,21,1843
1802,103,638
1802,48,3658
1802,87,1839
1802,101,4100
1802,84,2453
1802,109,4597
1802,29,1075
1802,90,3759
1802,105,2154
1802,111,2498
1802,60,289
1802,32,828
1802,35,583
1802,91,703
1802,28,4822
1802,40,978
1802,99,3860
1803,104,579
1803,101,3591
1803,80,1803
1803,91,4637
1803,98,2305
1803,55,2790
1803,68,1074
1803,69,2570
1803,74,776
1803,24,510
1803,6,1906
1803,30,846
1803,65,2186
1803,25,1722
1803,16,3132
1803,13,1087
1803,66,1572
1803,26,4076
1803,42,2609
1803,100,1046
1803,88,4054
1804,116,1134
1804,76,3085
1804,78,2036
1804,98,501
1804,9,1054
1804,85,1745
1804,40,2572
1804,80,4728
1804,94,2630
1804,18,3836
1804,34,567
1804,84,3808
1804,5,4263
1804,109,2326
1804,46,337
1804,33,946
1804,89,1041
1805,96,2815
1805,1,2115
1805,109,1102
1805,108,3135
1805,23,888
1805,46,3561
1805,83,3763
1805,111,2274
1805,77,2216
1805,57,3632
1805,17,3946
1805,86,4092
1805,55,982
1805,74,3206
1805,54,2866
1805,104,3884
1805,65,1027
1805,61,2205
1805,97,2716
1805,76,4449
1806,71,3016
1806,10,3088
1806,115,2110
1806,88,419
1806,103,597
1806,7,4909
1806,76,2949
1806,112,4393
1806,93,4798
1806,87,3351
1806,80,4010
1806,55,2795
1806,31,3989
1806,100,4727
1806,44,2461
1806,62,4894
1806,50,2082
1806,16,1294
1806,53,2201
1806,101,2674
1806,39,4407
1806,45,4435
1806,67,2049
1806,25,702
1806,23,1063
1807,101,2378
1807,74,3306
1807,98,405
1807,107,2787
1807,23,2000
1807,70,1540
1807,113,2514
1807,39,3563
1807,96,1169
1807,57,1022
1807,53,4344
1807,54,400
1807,73,509
1807,45,3324
1807,50,1888
1807,114,1203
1807,58,3651
1807,69,460
1807,71,3995
1807,120,1205
1807,37,4012
1807,1,3860
1807,65,1759
1807,19,3475
1808,10,2325
1808,27,4165
1808,54,702
1808,98,3243
1808,96,3718
1808,9,3936
1808,68,2687
1808,101,4689
1808,74,3919
1808,119,3345
1808,38,4669
1808,7,3438
1808,36,2160
1808,45,3069
1808,99,3655
1808,79,1320
1808,55,1367
1808,117,227
1808,95,257
1808,105,382
1808,110,914
1808,80,911
1808,14,3406
1808,65,874
1808,63,4008
1809,6,2222
1809,120,4721
1809,117,4513
1809,37,3975
1809,35,3417
1809,9,2001
1809,16,3708
1809,86,4031
1809,7,3850
1809,78,3596
1809,39,2903
1809,34,1698
1809,103,4365
1809,14,4906
1809,5,3398
1809,61,4494
1809,22,3849
1809,19,4635
1809,50,297
1809,47,456
1809,38,3086
1809,100,563
1809,105,3558
1809,57,413
1810,107,3645
1810,17,4525
1810,114,3119
1810,78,3040
1810,51,510
1810,13,1580
1810,88,2639
1810,14,1198
1810,92,977
1810,94,3984
1810,104,915
1810,62,4330
1810,80,911
1810,43,4861
1810,96,3357
1810,79,3808
1810,71,3551
1810,50,4983
1810,113,2989
1810,103,586
1810,9,4415
1810,116,743
1810,85,3187
1810,49,1548
1810,68,4804
1810,27,3120
1810,66,4823
1810,67,2958
1810,81,3374
1810,59,1222
1810,5,4109
1810,22,4258
1810,56,3332
1810,28,325
1810,86,2727
1811,72,4143
1811,33,4573
1811,35,4360
1811,27,3052
1811,98,3100
1811,29,973
1811,91,2873
1811,47,4588
1811,78,4169
1811,28,1985
1811,51,2593
1811,4,3023
1811,114,1178
1811,56,4832
1811,81,975
1811,97,4184
1811,62,4528
1811,50,4095
1811,107,1848
1811,119,1110
1811,16,4379
1811,58,2019
1812,69,3571
1812,98,3527
1812,119,2585
1812,117,4002
1812,8,750
1812,57,295
1812,22,298
1812,85,548
1812,42,1819
1812,105,2532
1812,80,1336
1812,6,4701
1812,17,2609
1812,81,3265
1812,73,1558
1812,12,4730
1812,113,2113
1812,109,1582
1812,103,1077
1812,46,3926
1812,25,1642
1812,13,966
1812,39,457
1813,37,2030
1813,14,497
1813,46,2190
1813,120,3493
1813,106,4650
1813,39,1412
1813,108,1769
1813,31,3432
1813,47,1120
1813,92,3833
1813,102,3911
1813,43,4999
1813,80,4703
1813,114,3777
1813,95,2889
1813,25,4549
1813,38,4145
1813,35,4767
1813,12,3137
1813,29,1281
1813,6,1030
1813,94,4105
1813,87,3667
1814,19,596
1814,52,2737
1814,118,3569
1814,82,4181
1814,68,3834
1814,56,3499
1814,11,4179
1814,70,4370
1814,20,884
1814,98,4930
1814,88,333
1814,120,622
1814,9,462
1814,65,614
1814,31,4740
1814,5,2771
1814,1,4320
1814,36,694
1814,28,4191
1814,47,510
1814,6,4861
1814,100,3358
1814,110,4023
1815,19,4906
1815,8,2795
1815,117,641
1815,91,2722
1815,102,2947
1815,17,1778
1815,30,928
1815,108,3055
1815,113,350
1815,40,690
1815,96,1785
1815,44,4320
1815,90,1420
1815,63,573
1815,69,1437
1815,104,3835
1815,97,250
1815,87,2335
1815,70,1453
1815,1,551
1815,93,2133
1815,34,3220
1815,5,1468
1815,107,4623
1815,46,4192
1815,51,2951
1815,99,1659
1815,48,2337
1815,53,3194
1815,25,447
1815,77,4093
1815,16,4557
1815,95,773
1815,14,1528
1816,115,1197
1816,2,332
1816,25,947
1816,53,3093
1816,51,217
1816,76,4840
1816,78,4846
1816,8,3359
1816,37,1707
1816,96,1515
1816,31,4936
1816,75,4078
1816,13,3152
1816,36,996
1816,103,2940
1816,43,1420
1816,66,1872
1816,91,1028
1816,87,1213
1816,61,1255
1816,46,1245
1817,53,2905
1817,78,388
1817,56,373
1817,24,4707
1817,90,3709
1817,89,514
1817,26,4193
1817,36,2532
1817,42,3378
1817,19,3505
1817,9,3094
1817,16,2259
1817,15,1805
1817,87,2680
1817,39,1924
1817,110,2914
1817,118,3175
1817,63,4989
1817,67,3319
1818,36,1722
1818,101,2270
1818,22,2412
1818,38,3836
1818,97,367
1818,119,2334
1818,88,2990
1818,41,3055
1818,56,1502
1818,106,1720
1818,102,3059
1818,109,1733
1818,47,4410
1818,21,3937
1818,113,4511
1818,10,1350
1818,76,727
1818,110,1150
1818,70,1011
1819,116,4106
1819,25,782
1819,27,950
1819,35,4634
1819,16,396
1819,14,1838
1819,98,3803
1819,13,4102
1819,60,1306
1819,12,1178
1819,113,1684
1819,47,2105
1819,10,1367
1819,78,1272
1819,102,4244
1819,77,1500
1819,69,658
1819,111,4472
1819,49,3863
1819,115,4916
1819,101,1372
1820,90,3845
1820,42,2813
1820,50,2479
1820,47,1385
1820,86,1638
1820,81,2612
1820,100,3574
1820,13,4817
1820,17,2439
1820,26,4406
1820,88,3064
1820,67,4568
1820,41,1533
1820,8,1565
1820,120,2880
1820,119,2653
1820,116,3106
1820,95,709
1820,58,1405
1820,112,3585
1820,3,1300
1820,109,3949
1820,80,2398
1820,70,2767
1820,106,1245
1821,9,4316
1821,28,3896
1821,39,3321
1821,68,4889
1821,118,301
1821,11,673
1821,55,264
1821,18,1202
1821,59,3895
1821,58,3887
1821,102,3080
1821,92,1945
1821,40,431
1821,80,2741
1821,81,2302
1821,83,3918
1821,67,4305
1821,99,4152
1821,4,4209
1821,109,3589
1821,79,2057
1821,105,4254
1821,76,4817
1821,111,1124
1821,89,3037
1821,47,1641
1821,43,289
1821,103,3290
1821,41,2252
1821,104,4575
1821,25,4457
1822,109,600
1822,47,1040
1822,6,1804
1822,88,2950
1822,116,3091
1822,112,2347
1822,13,4954
1822,8,553
1822,105,2088
1822,3,4300
1822,74,3850
1822,76,684
1822,26,3480
1822,28,1131
1822,62,2473
1822,90,2881
1822,68,1517
1822,115,2632
1822,96,207
1823,65,2840
1823,84,931
1823,81,1302
1823,79,1043
1823,80,254
1823,115,2571
1823,71,4893
1823,107,2745
1823,75,4213
1823,27,4685
1823,101,1719
1823,24,4195
1823,119,4367
1823,82,3068
1823,16,3765
1823,45,4252
1823,120,625
1823,77,3011
1823,28,4022
1823,98,2605
1823,47,2896
1823,73,3061
1823,4,2331
1823,15,366
1823,83,3003
1823,117,1977
1823,38,4732
1823,76,2459
1823,62,4672
1823,53,3185
1823,95,4471
1824,11,4612
1824,57,4144
1824,67,2472
1824,19,311
1824,85,4485
1824,100,728
1824,1,2796
1824,55,4181
1824,113,3624
1824,96,1019
1824,2,3328
1824,114,1716
1824,6,543
1824,52,3116
1824,66,2026
1824,95,1211
1824,26,2147
1824,31,3346
1824,116,1717
1824,43,1741
1824,73,631
1824,5,3779
1824,83,2273
1824,42,508
1824,4,1025
1824,64,1963
1825,94,3667
1825,109,1129
1825,102,3163
1825,45,1011
1825,31,3541
1825,81,4082
1825,32,4003
1825,43,3700
1825,86,2673
1825,33,868
1825,47,4950
1825,6,4665
1825,14,2917
1825,115,1529
1825,49,820
1825,42,1748
1825,100,478
1825,63,4890
1825,114,1351
1826,39,4188
1826,63,1444
1826,74,4163
1826,72,1768
1826,16,3065
1826,81,905
1826,3,3747
1826,99,3309
1826,37,3708
1826,118,384
1826,64,1279
1826,60,1681
1826,53,3609
1826,79,4009
1826,19,1407
1826,90,1192
1826,105,3084
1826,97,2705
1826,65,767
1826,71,2673
1826,8,3698
1826,112,2934
1826,102,2444
1827,71,255
1827,56,1639
1827,13,3090
1827,5,1375
1827,52,1931
1827,73,2502
1827,113,3113
1827,92,2155
1827,32,1901
1827,72,3496
1827,89,1907
1827,90,1859
1827,74,4926
1827,85,3947
1827,30,467
1827,97,210
1827,94,3330
1827,18,3803
1827,117,3563
1827,62,4880
1827,93,4860
1827,53,631
1827,111,4052
1827,50,4774
1828,104,4810
1828,102,4709
1828,91,1282
1828,19,3882
1828,51,1859
1828,83,1009
1828,75,2522
1828,14,3563
1828,94,4078
1828,37,4765
1828,36,3694
1828,12,1276
1828,101,2870
1828,71,4404
1828,65,458
1828,66,4809
1828,64,4968
1828,50,229
1828,53,557
1828,59,1902
1829,108,1470
1829,93,3269
1829,40,1643
1829,48,259
1829,16,3129
1829,28,2132
1829,17,3253
1829,35,4800
1829,49,4353
1829,20,4607
1829,7,2282
1829,46,3137
1829,38,4620
1829,59,472
1829,95,2154
1829,13,2683
1829,5,4150
1829,111,1634
1829,110,1065
1829,73,3111
1829,62,1475
1829,8,4807
1829,105,4773
1829,26,3885
1829,102,3787
1830,63,1507
1830,85,3970
1830,47,4211
1830,114,3327
1830,102,2520
1830,73,2294
1830,112,279
1830,61,2439
1830,12,4068
1830,99,3940
1830,76,399
1830,75,3677
1830,57,1740
1830,92,1999
1830,59,2991
1830,94,4478
1830,103,1508
1830,32,3886
1830,56,1467
1830,115,2497
1830,96,2520
1830,74,2717
1830,104,4034
1830,7,4467
1830,78,1447
1830,23,2082
1831,69,1791
1831,104,2345
1831,27,1574
1831,90,3997
1831,85,3646
1831,14,2609
1831,45,4167
1831,91,2064
1831,83,2775
1831,56,857
1831,84,1076
1831,100,2976
1831,93,1677
1831,55,4357
1831,120,2297
1831,107,3459
1831,99,4129
1831,47,3777
1831,92,1732
1831,19,3649
1832,49,3834
1832,103,688
1832,89,2624
1832,28,2242
1832,80,3863
1832,84,4006
1832,37,3282
1832,114,2677
1832,85,3315
1832,111,2894
1832,50,4243
1832,73,1258
1832,76,2952
1832,31,4234
1832,1,3937
1832,20,3672
1832,97,4477
1832,60,3301
1832,3,1296
1832,91,1525
1832,83,1425
1833,101,2698
1833,61,1852
1833,70,4883
1833,109,2962
1833,13,1938
1833,26,4372
1833,99,1651
1833,74,2407
1833,22,2315
1833,92,1852
1833,58,4145
1834,13,239
1834,46,1827
1834,43,4042
1834,93,1520
1834,42,3185
1834,15,885
1834,117,1042
1834,25,3128
1834,2,2864
1834,109,2369
1834,112,1065
1834,81,3217
1834,27,4144
1834,87,2334
1834,104,2543
1834,113,629
1834,76,918
1835,51,373
1835,88,2795
1835,112,4473
1835,77,1621
1835,81,4429
1835,19,2480
1835,116,1904
1835,84,1006
1835,103,4627
1835,26,1199
1835,102,2232
1835,107,2975
1835,39,3559
1835,63,2620
1835,90,3956
1835,12,4578
1835,68,201
1835,101,1601
1835,25,903
1835,11,2823
1835,75,2812
1835,58,2141
1835,27,983
1835,45,4087
1836,40,4413
1836,54,2437
1836,109,765
1836,106,3851
1836,66,2614
1836,62,1503
1836,91,2445
1836,61,4321
1836,117,4590
1836,14,2080
1836,68,2934
1836,36,4777
1836,48,3023
1836,57,2974
1836,2,3576
1836,96,2732
1836,103,2374
1836,110,2399
1836,16,406
1837,120,2992
1837,30,4710
1837,92,3150
1837,57,875
1837,95,952
1837,62,4652
1837,18,2085
1837,58,2671
1837,83,3109
1837,1,2744
1837,63,1281
1837,104,3632
1837,97,4376
1838,58,1471
1838,24,4774
1838,84,2994
1838,35,2460
1838,40,2617
1838,53,1893
1838,62,1723
1838,70,1834
1838,6,2578
1838,81,2913
1838,49,4658
1838,89,3399
1838,120,754
1838,55,2720
1838,75,264
1838,36,4744
1838,28,3435
1838,31,2881
1838,69,258
1838,96,3201
1838,9,3956
1838,56,2794
1838,74,3937
1838,44,3858
1838,33,1758
1838,86,3971
1838,93,1949
1839,87,2160
1839,13,4793
1839,59,2706
1839,53,3241
1839,67,4509
1839,32,2292
1839,7,347
1839,24,4562
1839,92,4654
1839,42,2323
1839,81,4106
1839,18,4191
1839,82,3245
1839,43,1274
1839,72,2618
1839,114,3674
1839,23,1802
1839,62,1389
1839,65,2631
1839,9,2617
1839,56,4651
1840,28,1490
1840,68,4470
1840,83,1127
1840,94,1091
1840,107,1176
1840,93,2891
1840,40,2623
1840,113,3414
1840,4,2805
1840,78,1417
1840,119,2741
1840,15,2255
1840,58,3969
1840,16,1841
1840,34,1242
1840,103,2925
1840,54,1458
1841,110,4384
1841,27,4971
1841,97,2564
1841,44,1415
1841,115,3657
1841,19,2960
1841,62,4647
1841,53,4333
1841,38,1540
1841,61,2277
1841,103,1081
1841,73,2705
1841,94,1777
1841,17,1575
1841,31,4936
1841,23,1237
1841,12,4471
1841,108,803
1841,76,3607
1841,11,3367
1841,113,1237
1841,107,3302
1841,28,3495
1841,85,3923
1841,18,303
1841,95,3287
1842,64,4115
1842,119,3546
1842,10,2529
1842,120,2625
1842,70,1302
1842,101,3081
1842,21,2039
1842,54,1488
1842,2,1315
1842,69,4936
1842,109,2188
1842,50,3195
1842,8,2154
1842,89,4556
1842,90,4883
1842,72,4441
1842,78,4623
1842,114,2501
1842,68,1702
1843,3,558
1843,15,2033
1843,28,4654
1843,10,789
1843,71,1418
1843,1,2875
1843,94,3766
1843,40,578
1843,115,3310
1843,34,831
1843,63,270
1843,64,661
1843,118,955
1843,104,1623
1843,30,2931
1843,4,799
1843,11,735
1843,66,841
1844,109,4791
1844,86,4218
1844,53,534
1844,99,4766
1844,57,1586
1844,118,515
1844,24,1073
1844,37,1124
1844,104,1940
1844,9,2248
1844,106,4198
1844,15,1964
1844,80,1124
1844,7,4538
1844,112,3493
1844,55,1602
1844,79,4160
1844,58,2235
1844,43,4456
1844,23,3912
1844,93,1925
1844,114,4844
1844,105,2652
1844,17,1342
1844,31,2350
1844,2,4259
1844,5,774
1845,45,2616
1845,22,4837
1845,46,3493
1845,117,2636
1845,29,3766
1845,107,2042
1845,119,2896
1845,60,1487
1845,30,2426
1845,18,530
1845,61,642
1845,40,4376
1845,95,920
1845,118,584
1845,78,1486
1845,87,3776
1845,113,2152
1845,4,306
1845,94,3438
1845,102,3487
1845,47,1649
1845,59,4831
1845,10,3718
1845,70,1493
1846,29,4170
1846,97,1677
1846,75,784
1846,87,4178
1846,83,1809
1846,59,3187
1846,81,3119
1846,11,699
1846,48,4916
1846,117,1639
1846,40,325
1846,22,1915
1846,8,924
1846,56,3333
1846,82,3310
1846,35,4847
1846,76,4417
1846,98,4221
1846,77,1751
1846,68,4324
1846,25,3775
1846,99,4086
1846,42,3235
1846,18,4540
1847,98,4022
1847,11,2241
1847,16,4049
1847,46,2346
1847,58,2511
1847,18,966
1847,51,2293
1847,7,4136
1847,111,1825
1847,116,3170
1847,117,4428
1847,30,1907
1847,20,1001
1847,71,2231
1847,13,1234
1847,101,3977
1848,35,4985
1848,109,2019
1848,18,4989
1848,27,2189
1848,60,3191
1848,34,4784
1848,116,1980
1848,53,2705
1848,78,1881
1848,33,3952
1848,6,4601
1848,56,2387
1848,80,4156
1848,52,3385
1848,64,2957
1848,117,4755
1848,45,1136
1848,28,1189
1848,22,3677
1848,31,576
1848,118,1710
1848,112,4717
1848,100,853
1848,114,4944
1848,14,544
1849,71,2665
1849,14,4335
1849,2,1755
1849,91,542
1849,112,517
1849,68,3677
1849,36,3286
1849,102,4810
1849,80,1852
1849,52,2627
1849,108,4423
1849,95,2098
1849,38,3061
1849,23,1233
1849,82,4953
1849,65,4575
1849,30,1097
1849,85,2366
1849,89,3190
1849,12,226
1849,59,373
1849,84,368
1849,64,1792
1849,111,907
1849,118,3738
1850,15,2551
1850,114,3225
1850,33,1232
1850,80,1103
1850,41,4199
1850,38,2652
1850,35,4469
1850,48,4924
1850,24,1134
1850,30,1077
1850,46,3497
1850,3,637
1850,62,1773
1850,19,3615
1850,18,2112
1850,1,205
1850,42,4168
1850,14,2844
1850,39,1626
1850,6,4008
1851,111,4877
1851,96,2081
1851,23,3055
1851,75,2312
1851,30,1447
1851,57,1642
1851,92,4750
1851,8,3776
1851,40,576
1851,32,3252
1851,38,2895
1851,45,4895
1851,80,2653
1851,20,512
1851,10,3427
1851,46,2982
1851,70,4564
1851,27,1046
1852,26,2515
1852,67,3392
1852,82,4595
1852,90,2432
1852,5,3751
1852,21,3563
1852,100,727
1852,32,3582
1852,119,3396
1852,29,1614
1852,86,1157
1852,56,950
1852,55,3878
1852,66,3233
1852,18,2315
1852,77,2912
1852,43,3489
1852,28,3160
1852,7,4414
1853,111,3144
1853,8,2599
1853,74,341
1853,70,2168
1853,49,3122
1853,90,244
1853,11,1671
1853,15,2277
1853,36,4798
1853,13,4567
1853,97,2559
1853,76,3298
1853,58,2753
1853,67,799
1853,92,4601
1853,102,3872
1854,10,3664
1854,87,1995
1854,3,4250
1854,48,1350
1854,47,3508
1854,16,4822
1854,40,1232
1854,89,2337
1854,60,4437
1854,5,3472
1854,65,447
1854,96,3576
1854,78,4494
1854,28,2472
1854,80,2940
1854,22,2784
1855,27,2299
1855,1,2639
1855,62,737
1855,21,2674
1855,111,1917
1855,106,2029
1855,36,209
1855,28,3687
1855,87,1462
1855,83,807
1855,116,4476
1855,103,380
1855,7,3080
1855,93,1792
1855,52,1564
1855,31,939
1855,10,2464
1855,53,1950
1856,51,4442
1856,104,2282
1856,22,4363
1856,50,290
1856,112,1231
1856,117,2803
1856,64,4681
1856,91,3371
1856,16,762
1856,114,4599
1856,119,2047
1856,12,4844
1856,62,2790
1856,32,3583
1856,30,2130
1856,26,2250
1856,54,1680
1856,63,1907
1856,89,1455
1856,7,814
1856,59,4875
1856,49,2358
1856,42,3993
1856,67,4079
1856,73,845
1856,6,2926
1857,60,1772
1857,52,4412
1857,22,3024
1857,82,1214
1857,44,4569
1857,95,3793
1857,6,1087
1857,36,3751
1857,1,997
1857,41,4755
1857,112,1873
1857,104,3772
1857,78,3901
1857,75,3044
1857,10,2966
1857,119,1373
1857,92,4603
1857,4,602
1857,116,4104
1858,21,3731
1858,82,926
1858,99,3411
1858,64,3795
1858,88,1870
1858,72,591
1858,2,1505
1858,26,2665
1858,30,1318
1858,96,589
1858,33,390
1858,48,3567
1858,103,2502
1858,71,689
1858,13,1798
1858,7,809
1858,11,2431
1858,57,4164
1858,91,4474
1859,40,2252
1859,6,511
1859,43,1085
1859,42,2747
1859,16,2494
1859,119,585
1859,36,3725
1859,117,4647
1859,81,2356
1859,1,2965
1859,7,4098
1859,107,830
1859,41,2301
1859,9,1130
1859,61,2297
1859,118,3620
1859,14,1988
1859,71,1392
1859,67,2420
1860,15,3524
1860,21,4689
1860,4,4392
1860,94,1407
1860,97,4202
1860,96,1129
1860,5,1213
1860,98,2558
1860,61,3270
1860,6,4507
1860,70,2292
1860,52,1786
1860,109,3465
1860,9,4806
1860,58,2291
1860,7,3769
1860,25,3570
1860,83,3874
1860,117,3314
1860,100,2212
1860,62,3290
1860,17,2377
1860,51,3883
1860,79,889
1860,45,1516
1860,47,2329
1860,43,1113
1861,6,1983
1861,14,2519
1861,42,642
1861,57,226
1861,60,3531
1861,51,3518
1861,29,267
1861,106,4983
1861,113,2431
1861,112,4725
1861,100,1885
1861,11,3692
1861,105,2173
1861,88,1616
1861,61,1056
1861,8,1078
1861,21,1563
1861,28,2449
1861,118,4604
1861,108,3355
1861,117,767
1862,112,1912
1862,115,2105
1862,71,2264
1862,2,3615
1862,66,230
1862,33,668
1862,53,3458
1862,48,4058
1862,104,2635
1862,50,4446
1862,108,2120
1862,116,4088
1862,58,253
1862,61,4870
1862,80,481
1862,20,934
1862,4,1206
1862,101,2254
1862,57,3991
1862,85,3161
1862,27,822
1862,55,4090
1862,103,824
1862,74,4941
1862,45,4693
1863,14,3316
1863,68,3723
1863,71,379
1863,59,3590
1863,35,2708
1863,4,4266
1863,47,2809
1863,17,4651
1863,114,2188
1863,18,2660
1863,28,3259
1863,111,1485
1863,88,4637
1863,19,907
1863,119,2992
1863,87,3712
1863,92,3554
1864,78,3954
1864,7,4568
1864,33,1447
