id_mercancia,id_stock,cantidad
931,85,81
932,80,31
932,52,54
932,71,19
932,4,52
932,2,100
933,61,67
933,93,67
933,95,86
933,113,15
933,41,36
933,86,39
934,29,49
934,57,43
934,65,23
934,52,97
935,70,31
935,87,37
935,41,47
935,75,57
935,5,32
935,26,80
936,87,59
936,104,56
936,33,81
936,63,34
936,115,16
937,41,22
937,32,25
937,81,90
937,58,16
938,25,32
938,39,81
938,66,34
938,3,40
938,98,18
938,97,35
939,85,52
939,62,66
939,33,42
939,28,63
940,92,30
940,75,53
940,21,47
940,35,77
941,102,54
941,29,86
941,66,21
942,9,32
942,46,100
942,8,77
942,53,97
942,11,39
942,113,47
943,61,69
943,97,59
943,91,60
943,40,91
943,86,42
944,61,65
944,93,94
944,117,72
944,7,81
944,82,11
945,62,36
945,15,73
945,109,17
945,23,83
945,36,55
946,47,11
946,35,12
946,22,27
946,89,65
946,42,82
947,44,63
947,16,10
947,3,71
947,20,10
947,34,19
948,68,72
948,74,90
948,108,76
948,116,97
948,20,63
949,85,10
949,74,53
949,28,51
949,24,44
949,75,97
949,81,31
950,97,54
950,45,60
950,79,69
950,90,78
950,20,26
951,52,43
951,1,23
951,30,30
951,100,10
952,83,83
952,11,48
952,36,72
952,95,62
952,98,89
953,91,84
953,103,87
953,14,44
953,31,80
954,116,16
954,109,59
954,97,54
954,105,74
954,43,20
955,63,25
955,8,57
955,64,99
955,19,43
955,110,22
955,101,68
956,67,63
956,29,85
956,110,14
956,102,53
956,12,48
956,34,30
957,109,35
957,111,87
957,62,20
957,99,23
958,19,26
958,32,68
958,101,38
958,64,28
958,29,16
958,39,15
959,12,83
959,26,69
959,10,71
959,24,91
960,41,78
960,36,27
960,82,100
960,86,49
960,111,35
960,98,39
961,66,86
961,70,46
961,94,45
961,62,73
961,57,77
961,36,35
962,12,51
962,115,29
962,10,81
962,58,72
963,83,14
963,7,27
963,11,52
963,120,100
963,91,22
963,32,18
964,111,12
964,31,31
964,34,21
964,2,100
964,93,76
964,39,70
965,32,36
965,111,80
965,80,51
965,22,68
965,114,88
966,47,98
966,102,42
966,32,18
966,106,29
967,75,59
967,68,81
967,64,12
967,30,76
967,95,22
967,41,23
968,53,59
968,66,46
968,112,60
968,116,62
968,70,88
968,58,30
969,61,11
969,109,33
969,72,96
969,89,73
969,107,45
969,28,40
970,12,83
970,118,41
970,63,28
970,98,67
970,21,68
970,18,37
971,75,95
971,98,89
971,63,19
972,43,16
972,92,89
972,84,17
972,11,59
973,34,49
973,11,45
973,99,20
973,38,26
973,81,30
974,67,42
974,23,41
974,112,100
974,39,68
975,109,36
975,86,32
975,1,17
975,81,34
976,63,65
976,84,95
976,19,68
976,116,11
976,88,63
977,118,20
977,38,20
977,75,53
977,63,18
977,83,65
977,44,51
978,46,32
978,5,44
978,48,24
978,1,97
978,98,28
978,72,18
979,11,77
979,94,80
979,36,33
979,95,71
979,37,28
979,96,88
980,11,25
980,80,91
980,98,32
980,15,78
980,58,63
981,62,70
981,54,24
981,74,12
981,83,48
982,71,93
982,101,42
982,89,39
982,91,20
983,3,91
983,67,95
983,93,96
983,48,90
983,85,62
984,53,88
984,109,76
984,31,73
984,37,35
984,85,47
984,47,31
985,97,29
985,99,60
985,22,94
985,60,97
985,113,75
986,117,91
986,113,70
986,58,34
986,57,89
987,52,15
987,29,93
987,116,83
987,75,47
987,92,51
987,26,68
988,100,81
988,82,71
988,116,92
988,80,35
988,72,81
989,3,56
989,10,80
989,19,38
989,75,23
989,119,53
990,96,26
990,117,97
990,49,53
990,102,19
991,20,34
991,87,59
991,15,80
991,39,57
991,5,56
992,91,44
992,50,15
992,117,61
992,55,40
992,94,48
993,34,71
993,67,28
993,28,15
993,114,82
994,59,76
994,61,15
994,107,89
994,75,82
994,16,97
994,106,95
995,91,78
995,85,52
995,24,37
995,119,27
996,5,14
996,37,68
996,86,60
996,46,22
997,33,50
997,26,67
997,114,87
997,4,89
997,89,35
997,81,73
998,30,24
998,29,38
998,93,51
998,54,50
999,16,52
999,24,46
999,107,17
999,30,39
999,1,76
1000,111,60
1000,8,80
1000,57,36
1000,9,70
1000,18,83
1001,4,32
1001,107,72
1001,93,42
1001,100,23
1001,45,49
1002,101,85
1002,19,75
1002,95,16
1002,34,79
1003,12,82
1003,68,21
1003,83,38
1003,103,72
1004,10,65
1004,52,80
1004,111,81
1004,19,60
1004,2,49
1004,23,49
1005,61,38
1005,82,86
1005,33,40
1005,57,18
1006,91,15
1006,6,51
1006,46,19
1006,47,92
1006,20,63
1006,61,80
1007,120,24
1007,7,12
1007,20,98
1007,82,30
1007,5,41
1007,57,48
1008,42,72
1008,10,64
1008,5,32
1008,25,62
1008,79,74
1009,49,90
1009,6,55
1009,48,54
1009,98,99
1009,18,40
1010,78,73
1010,34,97
1010,10,94
1010,19,76
1010,87,20
1010,27,64
1011,112,18
1011,1,12
1011,19,97
1011,69,94
1011,73,56
1011,8,95
1012,109,59
1012,63,32
1012,28,10
1012,74,75
1012,82,72
1013,101,81
1013,107,51
1013,59,15
1013,115,20
1013,74,76
1014,40,40
1014,1,61
1014,101,10
1014,35,93
1014,107,50
1014,38,21
1015,97,30
1015,43,55
1015,38,66
1015,103,34
1016,118,24
1016,63,99
1016,61,96
1016,88,37
1017,45,63
1017,113,98
1017,14,74
1017,51,78
1017,6,23
1017,100,33
1018,102,15
1018,75,48
1018,83,78
1018,61,47
1019,8,17
1019,66,14
1019,71,91
1019,24,70
1019,39,74
1020,89,12
1020,22,25
1020,20,14
1021,11,48
1021,18,91
1021,91,26
1021,5,48
1021,113,100
1021,115,41
1022,119,77
1022,31,21
1022,107,38
1022,17,42
1022,35,96
1023,58,80
1023,108,77
1023,113,58
1023,22,68
1023,92,36
1024,91,33
1024,41,38
1024,22,46
1024,1,92
1025,23,57
1025,56,18
1025,95,95
1025,74,48
1026,113,72
1026,12,63
1026,8,81
1026,104,69
1027,112,34
1027,85,47
1027,106,55
1027,32,100
1027,74,100
1027,107,47
1028,107,47
1028,38,33
1028,99,79
1028,92,70
1029,59,81
1029,37,40
1029,50,71
1029,10,72
1029,67,100
1030,85,70
1030,17,91
1030,99,75
1030,16,87
1030,66,84
1031,106,98
1031,86,58
1031,3,77
1031,5,64
1031,114,34
1032,40,52
1032,19,72
1032,115,16
1032,100,42
1032,53,72
1033,96,16
1033,5,91
1033,11,12
1033,73,60
1033,88,82
1034,41,59
1034,103,27
1034,104,16
1034,1,21
1035,10,34
1035,41,95
1035,42,95
1035,86,60
1035,104,83
1036,64,10
1036,92,33
1036,67,15
1036,117,100
1036,78,92
1036,34,45
1037,99,86
1037,107,96
1037,118,38
1037,48,15
1038,25,70
1038,38,38
1038,27,17
1038,69,55
1038,1,13
1038,44,29
1039,84,65
1039,103,18
1039,10,36
1039,28,83
1039,100,57
1039,90,74
1040,98,59
1040,95,63
1040,69,38
1040,5,21
1040,49,80
1040,78,16
1041,96,95
1041,79,70
1041,100,36
1041,39,87
1041,23,58
1041,7,18
1042,10,75
1042,77,88
1042,16,16
1042,98,74
1042,6,76
1043,19,54
1043,73,39
1043,46,20
1043,24,53
1043,17,65
1043,2,41
1044,28,41
1044,86,10
1044,64,70
1044,63,85
1044,20,18
1045,41,32
1045,87,76
1045,35,51
1045,11,40
1045,71,38
1045,66,98
1046,71,10
1046,97,28
1046,64,81
1046,57,35
1047,34,95
1047,65,59
1047,73,13
1047,99,72
1048,106,39
1048,12,65
1048,28,21
1048,70,73
1048,105,73
1049,10,83
1049,112,17
1049,3,13
1049,66,23
1049,11,71
1049,41,22
1050,29,76
1050,24,37
1050,104,80
1050,11,84
1051,100,34
1051,32,55
1051,97,14
1051,48,98
1051,61,63
1052,5,98
1052,64,99
1052,77,61
1052,79,41
1052,66,31
1052,1,19
1053,18,52
1053,106,86
1053,14,54
1053,90,68
1053,102,20
1053,42,31
1054,95,96
1054,63,25
1054,39,26
1054,88,44
1054,96,80
1054,62,61
1055,79,54
1055,71,43
1055,86,94
1055,57,15
1055,22,20
1055,107,96
1056,99,11
1056,23,56
1056,58,15
1056,64,69
1057,93,57
1057,109,89
1057,53,97
1057,106,31
1057,21,52
1058,55,49
1058,104,44
1058,39,66
1058,47,84
1058,22,17
1058,10,34
1059,48,55
1059,94,73
1059,28,60
1059,33,13
1059,26,78
1059,44,15
1060,60,82
1060,89,97
1060,109,88
1060,68,66
1060,30,51
1061,74,84
1061,26,36
1061,40,48
1061,6,49
1061,114,68
1061,115,73
1062,57,39
1062,50,78
1062,87,12
1062,115,37
1062,77,51
1062,96,45
1063,16,22
1063,66,55
1063,98,33
1063,33,17
1064,65,54
1064,49,26
1064,106,65
1064,99,92
1065,3,97
1065,37,48
1065,23,81
1065,111,58
1065,102,78
1066,73,99
1066,92,85
1066,90,78
1066,80,89
1066,102,83
1067,82,67
1067,69,71
1067,103,62
1067,3,18
1067,118,24
1067,28,29
1068,97,32
1068,85,23
1068,12,53
1068,23,36
1068,111,40
1068,116,74
1069,20,25
1069,120,48
1069,36,52
1069,1,37
1069,6,54
1069,74,88
1070,59,65
1070,39,16
1070,38,77
1070,74,39
1071,100,31
1071,46,20
1071,40,86
1071,59,88
1072,98,83
1072,77,49
1072,63,93
1072,86,32
1073,78,83
1073,27,98
1073,63,35
1073,6,80
1074,34,54
1074,75,58
1074,5,41
1074,96,52
1074,32,93
1075,63,71
1075,54,60
1075,46,45
1075,86,84
1075,118,30
1075,93,70
1076,16,90
1076,18,45
1076,108,65
1076,41,76
1076,79,100
1076,109,23
1077,10,69
1077,70,32
1077,6,38
1077,78,45
1077,41,39
1078,100,70
1078,18,84
1078,65,93
1078,47,44
1078,49,77
1079,39,72
1079,72,72
1079,29,62
1079,59,23
1079,86,94
1079,79,14
1080,56,64
1080,47,11
1080,5,81
1080,63,69
1080,43,57
1080,67,79
1081,97,56
1081,90,77
1081,12,33
1081,99,28
1081,49,31
1082,11,62
1082,41,68
1082,118,16
1082,113,98
1082,85,70
1082,81,17
1083,103,79
1083,58,36
1083,83,64
1083,71,35
1083,76,88
1084,62,52
1084,68,23
1084,23,70
1084,99,41
1084,101,59
1084,110,75
1085,28,44
1085,102,91
1085,24,51
1085,65,34
1085,91,65
1085,115,79
1086,49,69
1086,5,89
1086,98,74
1086,77,31
1086,39,90
1087,90,12
1087,109,50
1087,70,49
1087,119,10
1088,7,22
1088,78,23
1088,109,45
1089,47,22
1089,90,73
1089,45,93
1089,86,78
1089,62,11
1089,59,23
1090,89,31
1090,58,34
1090,3,82
1090,63,18
1091,78,49
1091,61,23
1091,80,19
1091,104,82
1092,81,69
1092,114,39
1092,119,20
1092,1,59
1092,36,42
1093,86,30
1093,107,80
1093,16,59
1093,74,55
1094,21,25
1094,20,12
1094,55,75
1094,68,52
1094,33,89
1095,12,54
1095,112,70
1095,119,87
1095,48,98
1095,114,51
1096,109,67
1096,80,65
1096,8,25
1096,90,80
1097,37,14
1097,8,70
1097,21,55
1097,62,71
1097,83,27
1097,41,89
1098,16,40
1098,50,96
1098,69,33
1098,73,99
1099,29,15
1099,63,11
1099,6,11
1099,119,39
1099,114,97
1099,15,31
1100,47,100
1100,106,15
1100,40,99
1100,111,76
1100,19,56
1101,119,93
1101,33,47
1101,31,17
1101,37,24
1101,113,64
1102,13,76
1102,112,82
1102,119,85
1102,94,29
1102,68,54
1103,38,32
1103,57,10
1103,13,77
1103,56,67
1103,46,60
1104,50,46
1104,9,52
1104,36,85
1104,32,88
1104,54,82
1105,25,54
1105,32,52
1105,34,50
1105,63,15
1105,83,78
1106,118,87
1106,69,90
1106,76,100
1106,26,92
1107,26,41
1107,44,32
1107,25,19
1107,53,17
1108,30,17
1108,5,25
1108,77,30
1108,7,30
1109,100,58
1109,19,59
1109,31,82
1109,107,68
1109,42,89
1109,2,83
1110,96,62
1110,35,50
1110,104,51
1110,26,47
1110,1,25
1111,30,29
1111,112,55
1111,22,35
1111,68,79
1112,24,43
1112,96,59
1112,101,84
1112,69,58
1112,40,31
1113,62,56
1113,120,72
1113,27,61
1113,115,97
1113,69,10
1113,80,30
1114,109,53
1114,16,81
1114,61,98
1114,26,49
1115,10,88
1115,88,98
1115,118,75
1115,6,92
1116,117,41
1116,97,79
1116,33,72
1116,81,55
1117,88,30
1117,72,23
1117,61,78
1117,47,47
1118,22,93
1118,118,67
1118,10,15
1118,78,13
1119,19,50
1119,17,84
1119,115,38
1119,48,67
1119,16,55
1119,62,27
1120,80,61
1120,37,91
1120,100,34
1120,1,68
1121,46,73
1121,7,40
1121,108,28
1121,54,70
1121,22,56
1122,6,10
1122,34,31
1122,40,83
1122,2,70
1123,23,21
1123,29,37
1123,86,99
1123,47,39
1123,120,62
1124,63,77
1124,113,79
1124,83,86
1124,81,56
1124,56,26
1125,66,92
1125,69,50
1125,113,29
1125,94,50
1125,118,82
1126,60,20
1126,51,61
1126,27,32
1126,39,41
1127,12,40
1127,10,27
1127,45,32
1127,96,47
1128,6,31
1128,86,87
1128,29,98
1128,40,11
1129,98,95
1129,51,78
1129,35,98
1129,113,68
1129,118,14
1129,10,57
1130,67,62
1130,70,35
1130,118,80
1130,65,61
1130,38,34
1131,49,66
1131,1,42
1131,48,47
1131,117,95
1131,62,84
1131,68,13
1132,116,31
1132,113,47
1132,88,87
1132,106,54
1132,8,42
1133,108,44
1133,111,75
1133,75,15
1133,84,50
1134,44,65
1134,17,56
1134,116,65
1134,59,26
1135,84,47
1135,39,63
1135,24,34
1135,18,11
1136,29,85
1136,109,42
1136,80,92
1136,94,34
1136,74,67
1136,66,23
1137,33,76
1137,58,94
1137,96,45
1137,79,46
1137,115,51
1138,59,62
1138,73,11
1138,32,79
1138,33,69
1138,19,94
1138,77,66
1139,86,12
1139,75,41
1139,9,57
1139,113,88
1140,77,65
1140,35,39
1140,82,33
1140,98,78
1140,52,84
1140,80,55
1141,8,34
1141,114,69
1141,13,100
1141,40,83
1142,46,27
1142,119,26
1142,51,71
1142,115,62
1143,46,42
1143,18,20
1143,6,48
1143,85,39
1143,71,81
1144,59,21
1144,3,14
1144,67,45
1144,12,100
1145,91,99
1145,89,63
1145,42,94
1145,118,98
1145,73,46
1146,34,46
1146,83,17
1146,50,62
1146,48,66
1146,36,88
1147,63,82
1147,105,47
1147,106,32
1147,64,55
1148,80,62
1148,120,72
1148,29,83
1148,13,68
1148,104,13
1148,40,40
1149,13,61
1149,38,77
1149,7,91
1149,84,58
1149,82,50
1150,115,25
1150,94,23
1150,38,99
1151,59,49
1151,34,51
1151,40,47
1151,74,35
1151,119,73
1151,8,48
1152,21,61
1152,82,77
1152,52,37
1152,95,68
1152,97,36
1153,81,27
1153,50,19
1153,44,73
1153,73,33
1153,40,33
1154,83,19
1154,119,44
1154,94,97
1154,34,49
1155,19,100
1155,73,26
1155,115,74
1155,52,51
1155,16,42
1156,51,16
1156,109,48
1156,115,10
1156,31,11
1157,45,33
1157,87,62
1157,91,44
1157,31,15
1157,44,20
1157,56,80
1158,15,13
1158,49,62
1158,73,32
1158,52,71
1159,62,87
1159,34,49
1159,55,41
1159,21,73
1159,80,56
1160,117,99
1160,96,19
1160,41,68
1160,33,72
1160,2,29
1161,89,78
1161,18,34
1161,7,97
1161,75,78
1161,6,40
1161,94,14
1162,98,53
1162,79,74
1162,72,25
1162,80,90
1163,24,52
1163,33,81
1163,79,95
1163,115,81
1163,57,94
1164,61,13
1164,84,49
1164,47,45
1164,93,60
1165,92,63
1165,74,53
1165,28,81
1165,117,74
1166,41,39
1166,112,69
1166,99,95
1166,107,79
1167,35,26
1167,103,29
1167,26,12
1167,14,34
1167,10,60
1167,43,12
1168,26,64
1168,76,68
1168,48,29
1168,119,27
1168,75,22
1169,94,69
1169,60,94
1169,57,54
1169,90,58
1169,102,76
1170,97,46
1170,38,41
1170,17,91
1170,70,75
1171,97,97
1171,84,81
1171,83,33
1171,50,12
1171,85,89
1171,7,61
1172,55,79
1172,71,57
1172,73,62
1172,90,83
1172,23,98
1173,71,10
1173,100,38
1173,32,96
1173,2,33
1173,80,78
1173,112,24
1174,6,34
1174,110,88
1174,101,47
1174,105,85
1174,24,24
1174,120,80
1175,87,73
1175,98,94
1175,37,92
1175,109,31
1175,54,23
1175,73,84
1176,107,87
1176,1,75
1176,80,74
1176,9,55
1176,78,24
1177,66,70
1177,13,41
1177,6,42
1177,71,19
1177,63,16
1177,58,60
1178,119,32
1178,32,83
1178,62,98
1178,20,44
1179,62,77
1179,114,73
1179,76,71
1179,101,27
1179,54,43
1179,65,43
1180,109,92
1180,45,85
1180,60,64
1180,63,92
1181,36,83
1181,81,29
1181,67,84
1181,6,52
1181,116,83
1181,92,33
1182,115,40
1182,94,39
1182,26,19
1182,93,71
1182,39,49
1182,97,84
1183,111,84
1183,116,44
1183,78,28
1183,95,98
1184,57,97
1184,99,69
1184,86,16
1184,22,96
1184,75,31
1184,76,26
1185,78,30
1185,7,96
1185,107,33
1185,27,71
1185,92,44
1186,16,41
1186,45,95
1186,11,69
1186,38,17
1186,47,55
1186,105,37
1187,81,14
1187,50,30
1187,100,55
1187,76,50
1188,107,70
1188,37,52
1188,119,37
1188,27,100
1188,100,96
1189,95,46
1189,56,75
1189,28,20
1189,29,76
1189,64,84
1190,46,55
1190,19,44
1190,56,68
1190,109,91
1191,69,100
1191,26,71
1191,79,71
1191,77,18
1191,43,55
1192,12,30
1192,21,91
1192,100,92
1192,16,11
1192,71,38
1193,83,61
1193,86,43
1193,10,89
1193,19,87
1193,114,49
1194,87,64
1194,112,60
1194,68,24
1194,75,94
1194,71,46
1195,66,73
1195,77,31
1195,89,81
1195,96,72
1196,113,14
1196,75,98
1196,57,69
1196,29,35
1196,90,41
1197,20,37
1197,52,44
1197,93,81
1197,6,51
1197,88,30
1198,91,91
1198,31,43
1198,80,33
1198,45,89
1198,22,11
1199,108,76
1199,5,67
1199,51,47
1199,82,92
1200,61,25
1200,22,73
1200,73,85
1200,60,78
1201,107,65
1201,40,21
1201,35,78
1201,60,42
1201,110,41
1202,59,64
1202,42,20
1202,44,19
1202,80,25
1203,62,26
1203,53,37
1203,31,46
1203,27,91
1204,108,34
1204,113,44
1204,104,94
1204,50,91
1204,71,100
1205,109,63
1205,103,91
1205,113,56
1205,104,16
1205,102,68
1205,41,19
1206,40,55
1206,74,52
1206,86,98
1206,100,68
1206,41,74
1207,96,27
1207,59,58
1207,62,15
1207,49,92
1207,1,72
1208,82,65
1208,114,77
1208,73,96
1208,6,22
1208,33,88
1208,84,17
1209,109,10
1209,52,37
1209,63,99
1209,16,86
1209,100,53
1210,105,44
1210,20,31
1210,97,42
1210,80,97
1211,25,67
1211,57,87
1211,70,53
1211,72,67
1212,18,99
1212,17,57
1212,46,14
1212,75,97
1213,65,99
1213,32,100
1213,6,98
1213,113,100
1214,85,77
1214,81,62
1214,8,89
1214,48,65
1214,18,76
1214,39,72
1215,99,84
1215,97,23
1215,117,68
1215,85,66
1216,105,15
1216,78,36
1216,4,85
1216,35,93
1217,88,35
1217,106,68
1217,103,11
1217,40,22
1218,55,57
1218,96,74
1218,45,40
1218,112,56
1218,77,58
1218,53,71
1219,19,19
1219,37,25
1219,112,99
1219,74,41
1219,87,46
1220,73,45
1220,67,51
1220,115,98
1220,78,89
1220,60,94
1221,119,78
1221,88,26
1221,86,14
1222,112,11
1222,54,36
1222,9,93
1222,83,39
1222,92,16
1222,45,23
1223,24,11
1223,15,46
1223,94,42
1223,3,57
1223,81,53
1223,27,81
1224,79,83
1224,117,58
1224,74,68
1224,4,90
1225,34,44
1225,33,48
1225,35,61
1225,17,24
1225,57,96
1226,43,86
1226,37,59
1226,63,55
1226,69,11
1227,8,66
1227,91,58
1227,57,71
1227,21,54
1228,1,61
1228,107,88
1228,35,75
1228,40,13
1228,65,32
1228,29,92
1229,86,19
1229,66,76
1229,115,52
1229,67,52
1230,86,50
1230,23,46
1230,85,76
1230,26,64
1230,19,91
1231,106,65
1231,11,95
1231,72,73
1231,81,17
1231,104,69
1231,65,57
1232,102,42
1232,97,70
1232,100,72
1232,38,34
1232,67,82
1233,38,85
1233,117,12
1233,108,48
1233,112,91
1233,22,70
1234,4,98
1234,53,66
1234,95,90
1234,80,53
1234,24,24
1235,110,36
1235,113,34
1235,107,81
1235,80,71
1235,86,99
1235,79,53
1236,75,16
1236,80,88
1236,91,63
1236,111,20
1236,8,37
1237,3,60
1237,8,13
1237,20,96
1237,74,54
1237,28,72
1238,33,47
1238,17,39
1238,77,35
1238,120,15
1239,48,34
1239,120,47
1239,44,47
1239,82,65
1239,78,43
1240,65,62
1240,104,26
1240,33,93
1240,36,71
1240,8,60
1241,101,41
1241,90,28
1241,25,48
1241,45,33
1241,41,14
1241,28,48
1242,13,95
1242,12,15
1242,68,58
1242,112,97
1242,8,78
1242,98,97
1243,98,85
1243,116,46
1243,99,11
1243,21,74
1243,19,83
1244,119,60
1244,55,80
1244,32,100
1244,62,13
1245,27,47
1245,52,56
1245,68,24
1245,116,71
1245,101,45
1245,59,43
1246,87,69
1246,49,42
1246,110,34
1246,95,66
1246,116,69
1247,45,24
1247,106,81
1247,1,29
1247,59,73
1247,107,29
1248,13,87
1248,40,98
1248,32,92
1248,118,92
1248,45,28
1248,16,12
1249,89,80
1249,70,85
1249,88,94
1249,26,99
1249,102,68
1249,38,69
1250,85,33
1250,17,70
1250,47,17
1250,90,20
1251,55,93
1251,89,84
1251,86,29
1251,117,46
1251,2,55
1252,59,59
1252,54,75
1252,44,70
1252,88,94
1252,85,61
1253,29,24
1253,22,15
1253,104,88
1253,24,90
1254,9,83
1254,20,41
1254,66,11
1254,40,21
1254,24,40
1255,34,17
1255,38,65
1255,84,72
1255,103,15
1256,21,89
1256,1,77
1256,76,86
1256,95,94
1256,45,64
1256,72,75
1257,72,52
1257,33,88
1257,11,25
1257,19,33
1257,76,36
1257,65,16
1258,96,32
1258,83,53
1258,14,43
1258,44,98
1259,4,87
1259,81,62
1259,99,24
1259,85,58
1259,95,13
1259,77,92
1260,10,25
1260,56,63
1260,118,46
1260,86,67
1260,95,24
1260,120,47
1261,39,74
1261,74,76
1261,25,57
1261,101,95
1262,5,75
1262,20,53
1262,81,22
1262,11,87
1262,24,84
1262,55,43
1263,77,69
1263,23,53
1263,11,20
1263,37,54
1263,112,59
1264,33,95
1264,24,28
1264,23,16
1264,81,18
1264,65,85
1265,34,57
1265,72,90
1265,117,92
1265,13,70
1265,49,33
1266,45,82
1266,65,59
1266,69,90
1266,104,95
1267,69,100
1267,17,68
1267,9,22
1267,29,53
1267,119,31
1267,37,88
1268,81,34
1268,108,99
1268,83,98
1268,20,34
1268,8,39
1269,75,71
1269,84,68
1269,109,35
1269,71,41
1269,48,65
1270,4,91
1270,41,76
1270,60,87
1270,115,27
1270,100,10
1271,100,74
1271,55,65
1271,22,43
1272,91,97
1272,99,13
1272,43,87
1272,104,47
1273,23,39
1273,93,11
1273,90,24
1273,33,39
1274,60,11
1274,106,54
1274,110,23
1274,42,58
1274,17,13
1274,7,60
1275,92,89
1275,69,24
1275,37,80
1275,25,54
1275,117,65
1276,115,38
1276,30,85
1276,22,31
1276,67,100
1277,82,52
1277,32,38
1277,118,67
1277,45,84
1277,69,64
1278,107,72
1278,17,82
1278,18,98
1278,2,40
1278,74,96
1279,92,77
1279,76,66
1279,94,20
1279,12,62
1279,31,36
1279,56,76
1280,75,32
1280,91,26
1280,116,94
1280,47,55
1281,112,60
1281,102,42
1281,104,93
1281,27,53
1281,75,72
1282,92,57
1282,21,93
1282,15,28
1282,26,42
1282,81,18
1282,46,22
1283,36,88
1283,35,52
1283,118,85
1283,63,52
1283,53,60
1284,30,21
1284,54,80
1284,36,27
1284,28,66
1284,74,39
1284,60,38
1285,106,16
1285,79,35
1285,91,22
1285,80,47
1286,13,30
1286,14,99
1286,11,21
1286,97,49
1287,40,36
1287,29,15
1287,60,97
1287,78,66
1288,41,36
1288,52,36
1288,55,79
1288,63,79
1288,79,62
1289,22,25
1289,57,77
1289,115,43
1289,53,87
1290,75,60
1290,79,67
1290,21,63
1290,33,86
1290,23,22
1291,4,27
1291,47,63
1291,81,50
1291,117,65
1291,73,13
1291,3,49
1292,109,95
1292,21,99
1292,65,45
1292,114,82
1292,89,98
1293,103,41
1293,82,11
1293,13,83
1293,54,91
1294,16,91
1294,110,17
1294,80,51
1294,54,84
1295,96,82
1295,95,47
1295,15,92
1295,49,50
1295,83,98
1295,62,47
1296,58,74
1296,87,37
1296,93,74
1296,8,31
1296,111,48
1297,105,67
1297,117,67
1297,18,42
1297,26,20
1297,114,84
1298,78,45
1298,39,13
1298,59,48
1298,73,76
1299,31,59
1299,23,100
1299,67,83
1299,117,33
1299,43,33
1300,54,66
1300,100,69
1300,82,22
1300,39,88
1301,90,98
1301,84,61
1301,5,92
1301,14,14
1301,113,69
1301,92,67
1302,91,72
1302,40,62
1302,103,34
1302,52,86
1303,70,68
1303,111,56
1303,64,73
1303,14,13
1303,20,26
1303,99,84
1304,2,31
1304,100,94
1304,47,13
1304,64,88
1304,102,51
1304,82,27
1305,37,29
1305,74,79
1305,120,55
1305,87,19
1305,56,53
1305,3,93
1306,27,31
1306,23,96
1306,61,67
1306,76,74
1306,80,97
1306,111,12
1307,66,42
1307,120,18
1307,54,14
1307,117,60
1307,50,27
1308,1,77
1308,78,83
1308,55,94
1308,81,80
1308,13,65
1308,16,70
1309,89,56
1309,51,37
1309,52,49
1309,18,89
1309,43,16
1309,33,57
1310,60,89
1310,104,31
1310,54,66
1310,51,98
1310,40,90
1311,23,32
1311,79,13
1311,21,51
1311,31,44
1311,54,23
1312,27,27
1312,109,40
1312,119,89
1312,72,81
1312,26,54
1312,15,35
1313,91,24
1313,34,78
1313,9,98
1313,99,42
1313,87,86
1313,59,97
1314,88,47
1314,42,55
1314,99,66
1314,15,77
1314,100,21
1315,54,45
1315,3,74
1315,40,50
1315,1,15
1315,57,15
1315,62,59
1316,31,27
1316,60,82
1316,2,48
1316,110,72
1317,115,17
1317,43,92
1317,92,69
1317,104,94
1317,14,38
1318,114,20
1318,63,44
1318,38,91
1318,22,24
1318,15,92
1318,81,94
1319,1,32
1319,16,16
1319,98,24
1319,11,37
1320,41,74
1320,112,19
1320,84,20
1321,61,26
1321,17,52
1321,92,80
1321,10,22
1321,50,13
1322,11,49
1322,38,74
1322,87,30
1322,97,24
1322,98,48
1323,38,24
1323,101,77
1323,115,48
1323,66,63
1324,92,20
1324,64,68
1324,111,85
1324,82,95
1325,8,17
1325,80,39
1325,59,34
1325,53,13
1325,61,53
1325,86,100
1326,29,12
1326,115,49
1326,53,79
1326,76,55
1327,35,62
1327,89,60
1327,55,79
1327,62,46
1327,116,93
1327,54,43
1328,17,26
1328,120,97
1328,16,78
1328,40,50
1329,109,59
1329,102,82
1329,77,25
1329,73,60
1330,30,10
1330,85,20
1330,68,46
1330,34,85
1330,44,66
1330,6,33
1331,116,61
1331,20,55
1331,113,63
1331,67,77
1331,89,37
1331,25,56
1332,115,31
1332,112,81
1332,117,16
1332,13,84
1333,33,94
1333,86,27
1333,2,56
1333,31,11
1333,64,14
1333,13,47
1334,4,37
1334,32,16
1334,107,12
1334,20,88
1335,108,16
1335,76,62
1335,13,67
1335,25,47
1335,71,66
1335,83,37
1336,76,82
1336,3,55
1336,14,59
1336,46,21
1337,66,81
1337,62,85
1337,67,14
1337,113,35
1338,55,78
1338,5,39
1338,23,75
1338,50,43
1338,41,30
1339,24,52
1339,112,15
1339,22,17
1339,82,44
1339,70,57
1339,83,47
1340,102,40
1340,51,19
1340,91,82
1340,119,76
1341,59,86
1341,99,17
1341,55,48
1341,23,88
1341,12,97
1341,47,44
1342,75,81
1342,9,63
1342,49,97
1342,16,37
1343,66,42
1343,120,50
1343,87,37
1343,37,12
1343,28,60
1344,77,19
1344,5,36
1344,1,38
1344,59,58
1345,80,56
1345,114,99
